Identifiant de document|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||000001|12/04/2024|Vente|1000,00||||B012|AU BOURG|71520|CHAPELLE DU MONT DE FRANCE|71|91||A|658||||||||||||0||||||J||110
|||||||000003|18/04/2024|Vente||58||RUE|2320|LAVOISIER|71200|LE CREUSOT|71|153||BV|253||||||||||||0|3|Dépendance||0|0|S||33164
|||||||000002|28/03/2024|Vente|16000,00|||RUE|2570|DU PETIT PONT|71400|AUTUN|71|14||AM|425||||||||||||0||||||J|POTAG|1069
|||||||000001|25/04/2024|Vente|675675,70||||B024|BOIS CHAPITRE|71540|BARNAY|71|20||C|86||||||||||||0||||||BT||13920
|||||||000001|29/04/2024|Vente|322600,00|1074||RTE|0440|DU TACOT|71260|SAINT-GENGOUX-DE-SCISSE|71|416||C|540||||||||||||0|4|Local industriel. commercial ou assimilé||60|0|P||1513
|||||||000001|30/04/2024|Vente|1593000,00|10||RUE|5040|MICHELET|71100|CHALON-SUR-SAONE|71|76||CI|10||||||||||||0|3|Dépendance||0|0|S||1645
|||||||000001|07/05/2024|Vente|148000,00|22||RUE|0905|DE LA VESVRE|71130|GUEUGNON|71|230||AK|681||||||||||||0|1|Maison||115|5|J|POTAG|717
|||||||000001|15/05/2024|Vente|500,00|6||ALL|0718|DES JARDINS|71500|LOUHANS|71|263||AL|14||||||||||||0|3|Dépendance||0|0|J|POTAG|504
|||||||000001|25/04/2024|Vente|143650,00||||B025|EN CORBET|71270|PONTOUX|71|355||ZA|119||||||||||||0||||||T||186
|||||||000001|02/05/2024|Vente|73500,00||||B135|COLNAND|71620|SAINT-MARTIN-EN-BRESSE|71|456||E|1072||||||||||||0||||||S||187
|||||||000001|15/05/2024|Vente|237000,00|5||RUE|3620|MATHIEU|71000|MACON|71|270||AX|188||24||63||||||||2|2|Appartement||120|5|||
|||||||000001|03/06/2024|Vente|125000,00|164||RUE|2630|MARECHAL FOCH|71200|LE CREUSOT|71|153||AP|163||14||||||||||1|3|Dépendance||0|0|||
|||||||000001|05/06/2024|Vente|300000,00||||B122|CITE DES PLANCHES|71160|DIGOIN|71|176||AX|171||||||||||||0||||||AB||72
|||||||000001|03/06/2024|Vente|145000,00|181||RTE|0740|DE BIOUX|71000|MACON|71|270||AK|259||||||||||||0||||||S||33
|||||||000001|04/06/2024|Vente|2437,76||||B229|QUART DU BOIS|71370|OUROUX-SUR-SAONE|71|336||ZI|58||||||||||||0||||||T||11211
|||||||000001|11/06/2024|Vente|60000,00||||B037|CHAMP MARCEL|71960|IGE|71|236||F|979||||||||||||0||||||S||78
|||||||000001|22/05/2024|Vente|329190,00|22||BD|3370|DE LA LIBERTE|71000|MACON|71|270||AH|595||||||||||||0|3|Dépendance||0|0|S||636
|||||||000001|31/05/2024|Vente|185000,00||||B038|MONTCHANIN SUD|71210|MONTCHANIN|71|310||L|238||||||||||||0||||||S||28
|||||||000001|21/05/2024|Vente|235000,00||||B095|LE CHAMP GIROT|71400|MONTHELON|71|313||C|262||||||||||||0||||||P||61780
|||||||000001|19/06/2024|Vente|38640,00|10||RUE|0610|PAUL CAMBON|71600|PARAY LE MONIAL|71|342||AX|325||57||63|58,18|||||||2|2|Appartement||62|3|||
|||||||000001|26/06/2024|Vente|142900,00|||RUE|0850|DE MESVRES|71190|ETANG-SUR-ARROUX|71|192||AE|366||||||||||||0||||||J||414
|||||||000001|07/06/2024|Vente|107500,00||||B187|LA GARE|71330|DEVROUZE|71|173||ZD|71||||||||||||0||||||BT||1336
|||||||000001|26/06/2024|Vente|850000,00||||B014|LES CONDEMINES|71000|MACON|71|270||BP|494||||||||||||0||||||S||8
|||||||000001|28/06/2024|Vente|100000,00|6||RUE|0045|DU SENTIER|71350|BORDES (LES)|71|43||A|16||||||||||||0|3|Dépendance||0|0|S||175
|||||||000001|08/07/2024|Vente|55000,00|11||RUE|3260|GEORGES DUNY|71100|CHALON-SUR-SAONE|71|76||AX|120||173||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/07/2024|Vente|100000,00|22||RUE|0080|DU PONT DES VERNES|71230|POUILLOUX|71|356||AC|4||||||||||||0|3|Dépendance||0|0|S||500
|||||||000001|12/06/2024|Vente|143000,00|2||RUE|1400|DE LA CURIOTTE|71360|SAINT-LEGER-DU-BOIS|71|438||A|500||||||||||||0|1|Maison||111|5|S||295
|||||||000001|03/07/2024|Vente|50000,00|||RUE|5848|ST ELOI|71300|MONTCEAU LES MINES|71|306||CO|283||||||||||||0||||||S||46
|||||||000001|12/07/2024|Vente|114200,00|1334||RTE|0089|DE BARABAN|71700|TOURNUS|71|543||AH|210||||||||||||0|2|Appartement||82|4|S||854
|||||||000001|21/06/2024|Vente|109900,00|||RUE|0578|DE LA MOTTEVILLE|71210|ECUISSES|71|187||AK|13||||||||||||0||||||S||314
|||||||000001|18/07/2024|Vente|6052,68||||B141|LE PETIT CHAMP|71580|SAGY|71|379||ZV|43||||||||||||0||||||T||16392
|||||||000001|14/05/2024|Vente|8100000,00||||B323|PATURE DES COMBARDS|71190|BROYE|71|63||I|24||||||||||||0||||||BR||17880
|||||||000001|14/05/2024|Vente|8100000,00||||B216|LA GRANDE PATURE|71190|BROYE|71|63||K|3||||||||||||0||||||P||5634
|||||||000001|15/07/2024|Vente|110000,00|693||RTE|0055|DE CHARANGEAT|71480|CONDAL|71|143||ZI|15||||||||||||0|1|Maison||100|3|S||1480
|||||||000001|15/07/2024|Vente|1700,00||||B051|LES VIGNATS|71460|SAINT-CLEMENT-SUR-GUYE|71|400||C|284||||||||||||0||||||T||1680
|||||||000001|02/07/2024|Vente|210000,00|4||RUE|0070|CENTRALE|71800|CLAYETTE (LA)|71|133||AD|25||||||||||||0|2|Appartement||32|2|S||134
|||||||000001|11/07/2024|Vente|80000,00||||B075|MONTCEAU|71580|FAY (LE)|71|196||AV|183||||||||||||0||||||P||1440
|||||||000001|25/07/2024|Vente|140700,00|15||RUE|4880|MAL DE LATTRE DE TASSIGNY|71100|CHALON-SUR-SAONE|71|76||CW|152||11|105,55|39||||||||2|3|Dépendance||0|0|||
|||||||000001|26/07/2024|Vente|180000,00|126||RUE|1060|CARNOT|71000|MACON|71|270||BE|257||2|45,65|||||||||1|4|Local industriel. commercial ou assimilé||52|0|||
|||||||000001|25/07/2024|Vente|630300,00|44||RUE|0230|DE LA MADELEINE|71120|CHAROLLES|71|106||AK|218||||||||||||0|3|Dépendance||0|0|S||2395
|||||||000001|03/07/2024|Vente|3905,00||||B240|LES FONTAINES|71470|MONTPONT-EN-BRESSE|71|318||A|472||||||||||||0||||||P||3615
|||||||000001|01/08/2024|Vente|200000,00|11|B|IMP|0150|DU BOIS ROULOT|71450|BLANZY|71|40||AO|480||||||||||||0|1|Maison||107|5|P||2060
|||||||000001|01/08/2024|Vente|157799,00||||B055|AUX IOLYTTES|71250|SIGY-LE-CHATEL|71|521||B|357||||||||||||0||||||P||29235
|||||||000001|18/07/2024|Vente|60000,00|476||RTE|0202|DES ROBINS|71470|CHAPELLE-THECLE (LA)|71|97||B|405||||||||||||0|1|Maison||108|4|S||1058
|||||||000001|01/08/2024|Vente|125000,00||||B015|LE BOURG|71290|PRETY|71|359||AB|256||||||||||||0||||||S||80
|||||||000001|08/08/2024|Vente|230000,00|163||IMP|0020|DU CHAMP DE FONTAINE|71330|PLANOIS (LE)|71|352||AB|178||||||||||||0|3|Dépendance||0|0|S||800
|||||||000001|26/07/2024|Vente|136000,00|1||RUE|0180|DE LA PETITE CAILLE|71460|BONNAY-SAINT-YTHAIRE|71|42||ZH|168||||||||||||0|1|Maison||82|4|S||873
|||||||000001|23/08/2024|Vente|1,00||||B011|LE CHAMP FLEURY|71390|BUXY|71|70||AM|148||||||||||||0||||||S||925
|||||||000001|28/08/2024|Vente|80000,00|45||RUE|0055|D AUBIGNY|71360|EPINAC|71|190||AO|90||||||||||||0|1|Maison||59|2|S||599
|||||||000001|21/08/2024|Vente|287000,00|||RUE|4770|RAMBUTEAU|71000|MACON|71|270||AV|203||||||||||||0||||||S||7
|||||||000001|05/09/2024|Vente|488200,00|44||RUE|5500|DU PARADIS|71100|CHALON-SUR-SAONE|71|76||DE|154||||||||||||0|3|Dépendance||0|0|S||516
|||||||000001|10/09/2024|Vente|135000,00|24||RUE|6600|PROUDHON|71100|CHALON-SUR-SAONE|71|76||CR|178||||||||||||0|1|Maison||59|4|S||463
|||||||000001|18/09/2024|Vente en l'état futur d'achèvement|859000,00|||||||MACON|71|270||AC|25||75||||||||||1||||||||
|||||||000001|18/09/2024|Vente|82000,00|259||RTE|0300|DU PORT|71700|UCHIZY|71|550||ZE|78||||||||||||0|1|Maison||89|3|S||2095
|||||||000001|25/09/2024|Vente en l'état futur d'achèvement|203359,00|||RUE|3920|DU PUITS DES MOINEAUX|71200|LE CREUSOT|71|153||AD|448||159||||||||||1||||||||
|||||||000001|19/09/2024|Vente|550000,00|5223|||B013|LES COMBES|71000|VARENNES-LES-MACON|71|556||B|996||||||||||||0|4|Local industriel. commercial ou assimilé||100|0|AB||3180
|||||||000001|23/09/2024|Vente|102200,00|9001||CHEM|0420|DE SALNAY|71140|VITRY-SUR-LOIRE|71|589||B|460||||||||||||0|1|Maison||83|5|S||101
|||||||000001|30/09/2024|Vente|2900000,00|9008||RUE|7540|THOMAS DUMOREY|71100|CHALON-SUR-SAONE|71|76||BP|280||||||||||||0|4|Local industriel. commercial ou assimilé||400|0|S||4369
|||||||000001|08/10/2024|Vente|42000,00||||B030|LE BOURG|71160|GUERREAUX (LES)|71|229||AE|10||||||||||||0||||||P||395
|||||||000001|27/09/2024|Vente|55000,00||||B059|CHAMP DE L ETANG BLONDE|71500|SORNAY|71|528||G|799||||||||||||0||||||J|POTAG|121
|||||||000001|10/10/2024|Vente|77250,00|7||AV|5320|NICEPHORE NIEPCE|71100|CHALON-SUR-SAONE|71|76||CM|6||114||26||||||||2|2|Appartement||77|4|||
|||||||000001|21/10/2024|Vente|1250,00||||B021|LE CLOS DE SAINT BONNET|71340|SAINT-BONNET-DE-CRAY|71|393||A|102||||||||||||0||||||T||2703
|||||||000001|18/10/2024|Vente|40000,00|9||RUE|0610|PAUL CAMBON|71600|PARAY LE MONIAL|71|342||AX|334||139||||||||||1|3|Dépendance||0|0|||
|||||||000001|23/10/2024|Vente|18000,00||||B027|LE BOURG RAMEAU|71220|SAINT-ANDRE-LE-DESERT|71|387||B|124||||||||||||0||||||J||163
|||||||000001|28/10/2024|Vente|59500,00|8||PL|7500|THEVENIN|71100|CHALON-SUR-SAONE|71|76||BN|70||2|44,19|||||||||1|2|Appartement||45|1|||
|||||||000001|29/10/2024|Vente|147000,00||||B328|VAUX|71480|CHAMPAGNAT|71|79||AC|213||||||||||||0||||||VE||1459
|||||||000001|15/11/2024|Vente|11287,00||||B067|LE MERGER COLIN|21340|CHANGE|71|85||E|922||||||||||||0||||||P||4441
|||||||000001|07/11/2024|Vente|104094,00|38||RUE|1250|DES ROMPOIS|71450|BLANZY|71|40||AO|428||||||||||||0|3|Dépendance||0|0|J|POTAG|265
|||||||000001|06/11/2024|Vente|248696,00|142||RUE|0145|DES NAMBRETS|71960|VERGISSON|71|567||B|154||||||||||||0|1|Maison||48|2|S||1324
|||||||000001|15/11/2024|Vente|155000,00|6|||B052|LES VIGNES CONRY|71380|CHATENOY-EN-BRESSE|71|117||AB|162||||||||||||0|1|Maison||96|5|S||349
|||||||000001|26/11/2024|Vente|100000,00||||B045|CHAMP DE LA FORET|71370|SAINT-GERMAIN-DU-PLAIN|71|420||AE|140||||||||||||0||||||T||12265
|||||||000001|18/11/2024|Vente|30000,00|30||RUE|0430|DE L ECOTET|71500|LOUHANS|71|263||AE|370||||||||||||0||||||S||34
|||||||000002|15/11/2024|Vente|60000,00||||B217|LES JOBY|71220|MARTIGNY-LE-COMTE|71|285||D|1027||||||||||||0||||||S||1538
|||||||000001|29/11/2024|Vente|90000,00||||B277|LA PENTE|71520|DOMPIERRE-LES-ORMES|71|178||B|554||||||||||||0||||||T||8060
|||||||000001|05/12/2024|Vente|160000,00|296||RTE|0026|DE BREUVE|71500|SAINT-USUGE|71|484||BS|302||||||||||||0|1|Maison||120|5|S||2420
|||||||000001|13/12/2024|Vente|150,00|43||AV|1010|BOUCICAUT|71100|CHALON-SUR-SAONE|71|76||CW|213||2||||||||||1|3|Dépendance||0|0|||
|||||||000001|16/12/2024|Vente|285000,00||||B131|LA DEFENSE|71220|LE ROUSSET-MARIZY|71|279||E|30||||||||||||0||||||J|POTAG|657
|||||||000001|13/12/2024|Vente|201000,00|534||RUE|0450|DE LA MOTTE|71290|ORMES|71|332||B|568||||||||||||0|3|Dépendance||0|0|J|POTAG|1352
|||||||000001|19/12/2024|Vente|27000,00||||B181|FORET DE LA GOBERGE|71440|JUIF|71|246||D|238||||||||||||0||||||T||25200
|||||||000001|12/12/2024|Vente|135000,00||||B076|CHAUX|71120|VIRY|71|586||B|386||||||||||||0||||||S||896
|||||||000001|27/12/2024|Vente|550000,00||||B010|LES CHARMES|71960|CHEVAGNY-LES-CHEVRIERES|71|126||AD|299||||||||||||0||||||VI|VAOC|913
|||||||000001|19/12/2024|Vente|5192,80||||B057|LE CHARPILLAT|71460|SAINT-MARCELIN-DE-CRAY|71|446||D|166||||||||||||0||||||T||6079
|||||||000001|23/12/2024|Vente|2421,00||||B053|CONFOURCHON|71170|CHAUFFAILLES|71|120||E|416||||||||||||0||||||T||2334
|||||||000001|20/12/2024|Vente|140000,00||||B094|TIGNY|71150|CHAUDENAY|71|119||C|28||||||||||||0||||||S||600
|||||||000001|16/12/2024|Vente|64000,00|884||RTE|0055|DE CHARANGEAT|71480|CONDAL|71|143||ZI|67||||||||||||0|1|Maison||63|1|S||2784
|||||||000001|27/12/2024|Vente|105000,00|9001||RUE|0022|ANATOLE FRANCE|71130|GUEUGNON|71|230||AV|431||||||||||||0|3|Dépendance||0|0|S||937
|||||||000001|27/12/2024|Vente|190000,00|1|||B122|L ORME|71390|VILLENEUVE-EN-MONTAGNE|71|579||E|231||||||||||||0|1|Maison||111|5|S||620
|||||||000001|15/01/2024|Vente|100000,00|16||RUE|0683|TRAVERSIERE|72210|ROEZE-SUR-SARTHE|72|253||AC|125||||||||||||0|1|Maison||77|5|S||382
|||||||000001|29/01/2024|Vente|68500,00|17||RUE|0905|ST EXUPERY|72470|CHAMPAGNE|72|54||AC|622||||||||||||0|1|Maison||70|3|S||619
|||||||000001|24/01/2024|Vente|500000,00||||B217|LES ROCHES|72340|MARCON|72|183||E|331||||||||||||0||||||S||9
|||||||000001|25/01/2024|Vente|4246,00||||B023|LES DAUVAIS|72340|LA CHARTRE SUR LE LOIR|72|68||ZI|438||||||||||||0||||||P||10
|||||||000001|31/01/2024|Vente|45000,00||||B009|LES AVOINERIES|72310|COGNERS|72|85||C|674||||||||||||0||||||T||17010
|||||||000001|29/01/2024|Vente|155000,00|9||RUE|1015|MARCEL CARNE|72300|SABLE SUR SARTHE|72|264||AZ|962||||||||||||0|1|Maison||92|4|S||620
|||||||000001|31/01/2024|Echange|28540,00||||B086|LE CHAMP DE L ALLEE|72240|RUILLE EN CHAMPAGNE|72|261||B|575||||||||||||0||||||T||7600
|||||||000001|29/01/2024|Vente|135000,00|156||AV|0765|BOLLEE|72000|LE MANS|72|181||DY|203||2836||2954|66,51|||||||2|3|Dépendance||0|0|||
|||||||000001|09/02/2024|Vente|140000,00||||B396|LA GRANDE MARE|72390|LAVARE|72|158||A|488||||||||||||0||||||BT||31040
|||||||000001|12/02/2024|Vente||11||RUE|0558|CHARLES DE GAULLE|72200|BAZOUGES CRE SUR LOIR|72|25|108|AB|289||||||||||||0|4|Local industriel. commercial ou assimilé||30|0|J|POTAG|574
|||||||000002|22/02/2024|Vente|29379,29||||B735|LA PIECE|72220|MARIGNE LAILLE|72|187||B|703||||||||||||0||||||P||17410
|||||||000001|27/02/2024|Vente|9000,00||||B026|LE BOIS DE LA BUTTE|72220|SAINT OUEN EN BELIN|72|306||D|255||||||||||||0||||||BR|PIN|8385
|||||||000001|20/02/2024|Vente|3000,00||||B618|LES MAISONS NEUVES|72290|BALLON-SAINT MARS|72|23||ZA|138||||||||||||0||||||VE|CIDRE|1291
|||||||000002|29/02/2024|Vente|806500,00||||B009|LA BASSE SAVONNIERE|72440|SAINT MARS DE LOCQUENAY|72|298||A|809||||||||||||0||||||P||2354
|||||||000001|21/03/2024|Vente|705,00||||B947|LE PRE DU MOULIN NEUF|72330|CERANS FOULLETOURTE|72|51||D|353||||||||||||0||||||P||5250
|||||||000001|22/03/2024|Vente|32890,00||||B408|LES HANTELLES|72240|MEZIERES SOUS LAVARDIN|72|197||A|825||||||||||||0||||||T||9885
|||||||000001|29/03/2024|Vente|330000,00|4||RUE|0264|DU PUITS|72550|LA QUINTE|72|249||AA|218||||||||||||0|3|Dépendance||0|0|S||1000
|||||||000001|27/03/2024|Vente|57000,00|29||RUE|0035|DU GENERAL LECLERC|72610|ROUESSE FONTAINE|72|254||AB|132||||||||||||0|1|Maison||75|3|S||161
|||||||000001|02/04/2024|Vente|253900,00||||B805|LA PETITE BUTTERIE|72220|ECOMMOY|72|124||B|444||||||||||||0||||||S||677
|||||||000001|29/03/2024|Vente|145000,00|9|||B137|LE BOURGNEUF|72130|MONTREUIL LE CHETIF|72|209||ZD|90||||||||||||0|1|Maison||90|3|S||412
|||||||000001|03/04/2024|Vente|58000,00|37||AV|0320|DE LA GARE|72320|VIBRAYE|72|373||AL|87||||||||||||0|1|Maison||57|3|S||394
|||||||000001|04/04/2024|Vente|72000,00||||B043|LE BOURG|72300|VION|72|378||AB|260||||||||||||0||||||J|POTAG|180
|||||||000001|16/04/2024|Vente|14000,00|45||RUE|4600|RENEE AUDUC|72000|LE MANS|72|181||MR|163||308||||||||||1|3|Dépendance||0|0|||
|||||||000001|16/04/2024|Vente|48926,64||||C288|LA BORDEE|72130|SAINT LEONARD DES BOIS|72|294||ZO|36||||||||||||0||||||T||8460
|||||||000001|18/04/2024|Vente|145000,00|23||RTE|0016|DE LA CHAPUISIERE|72380|SOUILLE|72|338||ZC|79||||||||||||0|1|Maison||81|2|J||334
|||||||000002|23/04/2024|Vente|1,00|21||RUE|0062|PRINCIPALE|72120|VAL-D ETANGSON|72|128|304|AA|85||||||||||||0|1|Maison||76|2|S||13
|||||||000001|18/04/2024|Vente|7270,00||||B425|LES GAUTIERS|72540|JOUE EN CHARNIE|72|149||ZL|44||||||||||||0||||||J||759
|||||||000001|06/05/2024|Vente|20000,00|5331|||B504|LA MALADRIE|72290|MEZIERES SUR PONTHOUIN|72|196||A|585||||||||||||0|3|Dépendance||0|0|S||364
|||||||000001|17/05/2024|Vente|65000,00|13||RTE|0081|DE LA BROSSE|72240|TENNIE|72|351||E|397||||||||||||0|3|Dépendance||0|0|P||3800
|||||||000001|03/05/2024|Vente|86000,00|28||RUE|0420|NATIONALE|72440|BOULOIRE|72|42||AE|40||||||||||||0|3|Dépendance||0|0|S||593
|||||||000001|30/04/2024|Vente|160000,00|5151||CHE|0236|DU HAMEL|72600|VILLAINES LA CARELLE|72|374||A|666||||||||||||0|3|Dépendance||0|0|J|POTAG|2525
|||||||000001|29/05/2024|Vente|45,00||||B532|LE JARDIN DU BOURG|72350|POILLE SUR VEGRE|72|239||ZP|336||||||||||||0||||||S||15
|||||||000001|27/05/2024|Vente|240000,00|61||RUE|0405|AUVRAY|72000|LE MANS|72|181||CX|1||||||||||||0|2|Appartement||45|2|S||188
|||||||000001|04/06/2024|Vente|79000,00|2||BD|3205|MONTREAL|72200|LA FLECHE|72|154||AK|281||60||9|54,36|||||||2|3|Dépendance||0|0|||
|||||||000001|23/05/2024|Vente||148||RUE|2100|DE LA FOUCAUDIERE|72100|LE MANS|72|181||KS|62||||||||||||0|1|Maison||59|3|S||355
|||||||000001|14/06/2024|Vente|127000,00|113||RTE|1255|DE MULSANNE|72230|ARNAGE|72|8||AV|303||||||||||||0|1|Maison||102|3|AG||1000
|||||||000001|13/06/2024|Vente|45000,00||||B057|LE BOURG|72800|SAINT GERMAIN D ARCE|72|283||AB|137||||||||||||0||||||J|POTAG|1012
|||||||000001|14/06/2024|Vente|210000,00|2|||B094|CHAMP FLEURI|72600|SAINT REMY DES MONTS|72|316||ZC|80||||||||||||0|1|Maison||139|5|AG||1500
|||||||000001|23/05/2024|Vente|123000,00|12||RUE|1660|VICTOR HUGO|72270|MALICORNE SUR SARTHE|72|179||AC|347||||||||||||0|3|Dépendance||0|0|S||289
|||||||000001|14/06/2024|Vente|165000,00|11||CHE|0161|DE LA HEULERIE|72330|CERANS FOULLETOURTE|72|51||AN|27||||||||||||0|1|Maison||92|4|AG||684
|||||||000001|28/06/2024|Vente|100000,00|26||RUE|2020|VICTOR HUGO|72220|ECOMMOY|72|124||AD|215||||||||||||0|3|Dépendance||0|0|S||555
|||||||000001|28/06/2024|Vente|140000,00|37|B|RUE|4870|DE SAINT-AUBIN|72000|LE MANS|72|181||AI|278||157||57|61,36|||||||2|3|Dépendance||0|0|||
|||||||000001|28/06/2024|Vente|140000,00|37|B|RUE|4870|DE SAINT-AUBIN|72000|LE MANS|72|181||AI|278||157||57|61,36|||||||2|3|Dépendance||0|0|||
|||||||000002|18/06/2024|Vente|1147,20||||B876|POURY|72460|SAVIGNE L EVEQUE|72|329||ZR|76||||||||||||0||||||T||505
|||||||000001|14/06/2024|Vente|507000,00|4||RUE|0860|HOCHE|72270|MALICORNE SUR SARTHE|72|179||AC|476||||||||||||0|3|Dépendance||0|0|S||1083
|||||||000001|21/06/2024|Vente|330000,00|5027|||B009|BEAUCHENE|72650|LA CHAPELLE SAINT AUBIN|72|65||AT|58||||||||||||0|3|Dépendance||0|0|S||1338
|||||||000001|24/06/2024|Vente|65700,00|34||BD|4702|ROBERT JARRY|72000|LE MANS|72|181||HV|64||5620||||||||||1|4|Local industriel. commercial ou assimilé||18|0|||
|||||||000001|28/06/2024|Vente|46000,00|9||RUE|0110|DE L'EGLISE|72430|SAINT PIERRE DES BOIS|72|312||AA|74||||||||||||0|3|Dépendance||0|0|S||934
|||||||000001|27/06/2024|Vente|72000,00|1||RUE|0176|DU TRESOR|72130|SAINT LEONARD DES BOIS|72|294||AB|149||||||||||||0|1|Maison||32|1|S||103
|||||||000001|20/06/2024|Vente|12000,00||||B773|LE PETIT CHAMP|72270|MEZERAY|72|195||D|401||||||||||||0||||||T||4788
|||||||000002|10/07/2024|Vente|95400,00|46|T|RUE|1100|ST NICOLAS|72210|LA SUZE SUR SARTHE|72|346||AS|340||||||||||||0|3|Dépendance||0|0|||
|||||||000001|12/07/2024|Vente|661620,00||||B015|BOIS DE COULEON|72160|BEILLE|72|31||B|4||||||||||||0||||||BR|PIN|25889
|||||||000001|04/07/2024|Vente|195000,00|5173|||B488|LE PARC|72400|SAINT AUBIN DES COUDRAIS|72|267||A|424||||||||||||0|3|Dépendance||0|0|J|POTAG|1040
|||||||000001|04/07/2024|Vente|50000,00|24||RUE|0110|DU PERCHE|72400|AVEZE|72|20||AB|202||||||||||||0|1|Maison||60|4|S||73
|||||||000001|24/07/2024|Vente|19000,00|6003||RUE|0980|NATIONALE|72110|SAINT COSME EN VAIRAIS|72|276||AB|105||||||||||||0|3|Dépendance||0|0|S||53
|||||||000001|12/07/2024|Vente|255000,00|165||AV|0573|DE VERDUN|72400|CHERRE-AU|72|80|81|D|3||||||||||||0|3|Dépendance||0|0|S||28
|||||||000001|25/07/2024|Vente|4000,00||||B485|LE JARDIN|72210|ROEZE-SUR-SARTHE|72|253||AC|222||||||||||||0||||||S||20
|||||||000001|30/07/2024|Vente|252000,00|5110|||B256|L ETANG|72350|CHEVILLE|72|83||ZR|45||||||||||||0|3|Dépendance||0|0|J|POTAG|646
|||||||000001|07/08/2024|Vente|163000,00|||RUE|2925|JEAN REY|72100|LE MANS|72|181||KP|185||||||||||||0||||||S||393
|||||||000001|02/08/2024|Vente|6700,00||||B123|LA FOUCAUDIERE|72230|RUAUDIN|72|260||AE|95||||||||||||0||||||BR|PIN|11295
|||||||000001|08/08/2024|Vente|112603,00|1||RUE|0010|DE COURTOUX|72340|LHOMME|72|161||D|878||||||||||||0|3|Dépendance||0|0|S||730
|||||||000001|30/08/2024|Vente|24000,00||||B555|LE JARDIN|72270|MEZERAY|72|195||E|1088||||||||||||0||||||J|POTAG|1097
|||||||000001|02/09/2024|Vente|110000,00|5||RUE|0073|DU CAP ANDRE SAUVAGE|72300|PARCE SUR SARTHE|72|228||ZI|60||||||||||||0|1|Maison||90|4|J|POTAG|1509
|||||||000001|29/08/2024|Vente|140000,00|12|A|RUE|0880|DE L EGLISE|72250|PARIGNE L EVEQUE|72|231||AE|95||||||||||||0|1|Maison||50|0|S||774
|||||||000001|05/09/2024|Vente|61500,00||||B068|LA BUTTE AU RAY|72240|TENNIE|72|351||E|377||||||||||||0||||||T||17654
|||||||000001|30/08/2024|Vente|305000,00|4|B|RTE|0272|DES COMMERRERIES|72560|CHANGE|72|58||ZE|77||||||||||||0|1|Maison||132|4|AG||2005
|||||||000001|28/08/2024|Vente|85000,00|32||AV|3443|DU MARECHAL LYAUTEY|72000|LE MANS|72|181||BL|332||1623||||||||||1|3|Dépendance||0|0|||
|||||||000001|26/07/2024|Vente|150,00|9||RUE|1200|VIRETTE|72400|LA FERTE BERNARD|72|132||BI|76||23||||||||||1|3|Dépendance||0|0|||
|||||||000001|19/09/2024|Vente|30361,00||||B079|CHAMP DE DERRIERE|72240|SAINT SYMPHORIEN|72|321||A|62||||||||||||0||||||P||10498
|||||||000001|07/09/2024|Vente|88000,00|5||RUE|0229|L EGALITE|72210|MAIGNE|72|177||B|377||3||4||||||||2|3|Dépendance||0|0|||
|||||||000001|19/09/2024|Vente|158000,00|2||RUE|0138|PABLO PICASSO|72230|GUECELARD|72|146||AN|191||||||||||||0|1|Maison||90|4|S||813
|||||||000001|09/09/2024|Vente|88750,00|26||RUE|0060|BOILEAU|72190|COULAINES|72|95||AL|301||14||45|73,06|||||||2|3|Dépendance||0|0|||
|||||||000001|26/09/2024|Vente|92000,00|20||RUE|0462|NATIONALE|72650|TRANGE|72|360||AB|77||||||||||||0|1|Maison||75|3|S||566
|||||||000001|04/10/2024|Vente|131000,00|24||RUE|0730|DU QUATORZE JUILLET|72500|MONTVAL-SUR-LOIR|72|71||AC|125||||||||||||0|3|Dépendance||0|0|S||270
|||||||000002|05/10/2024|Vente|500,00||||B147|LE CHAMP DE DEVANT|72250|PARIGNE L EVEQUE|72|231||H|2172||||||||||||0||||||P||333
|||||||000001|27/09/2024|Vente|400000,00|5041|||B811|POFER|72270|VILLAINES SOUS MALICORNE|72|377||ZX|44||||||||||||0|3|Dépendance||0|0|L||6360
|||||||000001|07/10/2024|Vente|100000,00|85|A|RUE|0550|DU GENERAL DE GAULLE|72140|SILLE LE GUILLAUME|72|334||A|252||||||||||||0|2|Appartement||77|4|S||2595
|||||||000001|11/10/2024|Vente|7066,50||||B034|LA BOULASSIERE|72500|DISSAY SOUS COURCILLON|72|115||C|899||||||||||||0||||||BT||20190
|||||||000001|09/10/2024|Vente|240000,00|||RTE|0320|DE CONTRES|72110|SAINT COSME EN VAIRAIS|72|276||AC|359||||||||||||0||||||P||1320
