valeur_fonciere,code_postal,code_departement,code_commune,code_type_local,surface_reelle_bati,nombre_pieces_principales,surface_terrain
"350000,00",78200.0,78,361,3.0,0.0,0.0,324.0
"380000,00",78250.0,78,609,1.0,119.0,5.0,60.0
"380000,00",78250.0,78,609,3.0,0.0,0.0,60.0
"210000,00",78200.0,78,361,1.0,65.0,4.0,126.0
"247000,00",78250.0,78,401,4.0,90.0,0.0,103.0
"247000,00",78250.0,78,401,2.0,48.0,3.0,103.0
"296800,00",78450.0,78,674,1.0,99.0,6.0,132.0
"695000,00",78150.0,78,158,3.0,0.0,0.0,243.0
"695000,00",78150.0,78,158,1.0,57.0,4.0,243.0
"262000,00",78660.0,78,3,1.0,83.0,4.0,196.0
"740000,00",78280.0,78,297,1.0,148.0,5.0,481.0
"296000,00",78520.0,78,335,1.0,120.0,6.0,446.0
"752376,00",78150.0,78,158,3.0,0.0,0.0,180.0
"752376,00",78150.0,78,158,1.0,55.0,4.0,180.0
"229000,00",78250.0,78,609,1.0,69.0,4.0,85.0
"229000,00",78250.0,78,609,1.0,69.0,4.0,832.0
"406000,00",78500.0,78,586,1.0,70.0,4.0,152.0
"277000,00",78250.0,78,460,3.0,0.0,0.0,165.0
"277000,00",78250.0,78,460,1.0,75.0,3.0,165.0
"570000,00",78310.0,78,168,1.0,180.0,7.0,799.0
"570000,00",78310.0,78,168,3.0,0.0,0.0,799.0
"555000,00",78350.0,78,322,1.0,68.0,4.0,179.0
"204000,00",78125.0,78,470,1.0,70.0,4.0,70.0
"204000,00",78125.0,78,470,3.0,0.0,0.0,70.0
"592896,00",78370.0,78,490,1.0,169.0,6.0,755.0
"592896,00",78370.0,78,490,1.0,169.0,6.0,800.0
"380000,00",78340.0,78,165,1.0,65.0,4.0,600.0
"380000,00",78340.0,78,165,3.0,0.0,0.0,600.0
"449000,00",78125.0,78,470,1.0,165.0,7.0,742.0
"386600,00",78980.0,78,346,1.0,130.0,4.0,769.0
"655000,00",78930.0,78,104,3.0,0.0,0.0,1231.0
"655000,00",78930.0,78,104,3.0,0.0,0.0,1580.0
"655000,00",78930.0,78,104,1.0,258.0,6.0,1231.0
"655000,00",78930.0,78,104,1.0,258.0,6.0,1580.0
"125685,00",78710.0,78,531,1.0,136.0,6.0,442.0
"168000,00",78440.0,78,314,2.0,25.0,1.0,130.0
"168000,00",78440.0,78,314,1.0,80.0,4.0,130.0
"168000,00",78440.0,78,314,2.0,32.0,2.0,130.0
"280000,00",78800.0,78,311,1.0,41.0,2.0,295.0
"30000,00",78740.0,78,227,3.0,0.0,0.0,20.0
"888395,00",78610.0,78,562,1.0,210.0,5.0,1379.0
"888395,00",78610.0,78,562,3.0,0.0,0.0,1379.0
"888395,00",78610.0,78,562,1.0,210.0,5.0,500.0
"888395,00",78610.0,78,562,3.0,0.0,0.0,500.0
"375000,00",78870.0,78,43,2.0,55.0,3.0,102.0
"995000,00",78220.0,78,686,3.0,0.0,0.0,336.0
"995000,00",78220.0,78,686,1.0,120.0,7.0,336.0
"456200,00",78390.0,78,73,1.0,79.0,3.0,335.0
"92100,00",78990.0,78,208,3.0,0.0,0.0,510.0
"92100,00",78990.0,78,208,1.0,84.0,4.0,124.0
"2318074,80",78570.0,78,15,2.0,55.0,3.0,303.0
"2318074,80",78570.0,78,15,2.0,26.0,1.0,303.0
"2318074,80",78570.0,78,15,2.0,30.0,2.0,303.0
"2318074,80",78570.0,78,15,2.0,24.0,1.0,303.0
"2318074,80",78570.0,78,15,4.0,140.0,0.0,303.0
"2318074,80",78570.0,78,15,4.0,319.0,0.0,303.0
"2318074,80",78570.0,78,15,1.0,89.0,5.0,79.0
"2318074,80",78260.0,78,15,3.0,0.0,0.0,229.0
"2318074,80",78260.0,78,15,1.0,61.0,3.0,229.0
"376582,00",78310.0,78,168,1.0,119.0,5.0,493.0
"1194910,00",78170.0,78,126,1.0,78.0,4.0,47.0
"1194910,00",78170.0,78,126,1.0,137.0,6.0,387.0
"896500,00",78530.0,78,117,3.0,0.0,0.0,500.0
"896500,00",78530.0,78,117,1.0,117.0,4.0,500.0
"896500,00",78530.0,78,117,1.0,117.0,4.0,384.0
"896500,00",78530.0,78,117,3.0,0.0,0.0,384.0
"648200,00",78530.0,78,117,1.0,110.0,6.0,304.0
"648200,00",78530.0,78,117,3.0,0.0,0.0,304.0
"648200,00",78530.0,78,117,3.0,0.0,0.0,15.0
"300000,00",78780.0,78,382,1.0,91.0,4.0,194.0
"3720153,80",78490.0,78,289,1.0,513.0,8.0,620.0
"3720153,80",78490.0,78,289,3.0,0.0,0.0,6000.0
"3720153,80",78490.0,78,289,1.0,85.0,3.0,6000.0
"3720153,80",78490.0,78,289,1.0,513.0,8.0,2940.0
"3720153,80",78490.0,78,289,3.0,0.0,0.0,2940.0
"3720153,80",78490.0,78,289,1.0,85.0,3.0,2940.0
"3720153,80",78490.0,78,289,1.0,85.0,3.0,620.0
"3720153,80",78490.0,78,289,3.0,0.0,0.0,620.0
"3720153,80",78490.0,78,289,1.0,513.0,8.0,6000.0
"481200,00",78113.0,78,283,3.0,0.0,0.0,1037.0
"481200,00",78113.0,78,283,1.0,132.0,4.0,1475.0
"481200,00",78113.0,78,283,1.0,33.0,2.0,1475.0
"481200,00",78113.0,78,283,3.0,0.0,0.0,1475.0
"481200,00",78113.0,78,283,1.0,132.0,4.0,1037.0
"481200,00",78113.0,78,283,1.0,33.0,2.0,1037.0
"81000,00",78540.0,78,643,3.0,0.0,0.0,557.0
"81000,00",78540.0,78,643,1.0,106.0,4.0,557.0
"742000,00",78580.0,78,380,1.0,168.0,7.0,1001.0
"90000,00",78510.0,78,624,1.0,56.0,2.0,28.0
"780000,00",78112.0,78,551,1.0,48.0,3.0,60.0
"1300000,00",78120.0,78,517,4.0,0.0,0.0,4773.0
"1300000,00",78120.0,78,517,4.0,700.0,0.0,4773.0
"660000,00",78870.0,78,43,1.0,97.0,4.0,160.0
"320000,00",78120.0,78,517,1.0,82.0,4.0,186.0
"360000,00",78520.0,78,290,1.0,133.0,4.0,210.0
"360000,00",78520.0,78,290,3.0,0.0,0.0,32.0
"748750,00",78360.0,78,418,1.0,143.0,6.0,604.0
"1217170,00",78290.0,78,190,1.0,130.0,5.0,850.0
"510000,00",78210.0,78,545,1.0,110.0,7.0,482.0
"438500,00",78800.0,78,311,1.0,80.0,3.0,180.0
"1173050,00",78620.0,78,224,1.0,280.0,8.0,1000.0
"469180,00",78470.0,78,575,3.0,0.0,0.0,437.0
"469180,00",78470.0,78,575,4.0,15.0,0.0,437.0
"469180,00",78470.0,78,575,1.0,78.0,4.0,437.0
"200000,00",78630.0,78,466,4.0,200.0,0.0,10000.0
"200000,00",78630.0,78,466,4.0,200.0,0.0,2628.0
"285500,00",78120.0,78,517,1.0,87.0,4.0,256.0
"288750,00",78120.0,78,517,1.0,129.0,5.0,628.0
"215000,00",78310.0,78,383,1.0,81.0,4.0,110.0
"409000,00",78180.0,78,423,1.0,90.0,5.0,59.0
"530000,00",78500.0,78,586,1.0,61.0,3.0,412.0
"530000,00",78500.0,78,586,3.0,0.0,0.0,412.0
"300000,00",78680.0,78,217,1.0,88.0,3.0,485.0
"220000,00",78680.0,78,217,1.0,98.0,4.0,382.0
"220000,00",78680.0,78,217,3.0,0.0,0.0,382.0
"945000,00",78490.0,78,289,1.0,253.0,8.0,496.0
"945000,00",78490.0,78,289,1.0,253.0,8.0,4900.0
"903590,00",78530.0,78,117,1.0,166.0,6.0,573.0
"119000,00",78710.0,78,531,1.0,32.0,1.0,87.0
"119000,00",78710.0,78,531,1.0,57.0,3.0,87.0
"1112950,00",78110.0,78,650,1.0,107.0,3.0,270.0
"1209392,00",78000.0,78,646,1.0,125.0,7.0,605.0
"526000,00",78120.0,78,517,1.0,173.0,5.0,422.0
"1880000,00",78000.0,78,646,3.0,0.0,0.0,747.0
"1880000,00",78000.0,78,646,1.0,222.0,8.0,747.0
"1880000,00",78000.0,78,646,1.0,222.0,8.0,585.0
"1880000,00",78000.0,78,646,3.0,0.0,0.0,585.0
"522500,00",78630.0,78,466,1.0,107.0,5.0,363.0
"437500,00",78740.0,78,638,1.0,126.0,6.0,370.0
"437500,00",78740.0,78,638,1.0,126.0,6.0,500.0
"550000,00",78800.0,78,311,1.0,85.0,5.0,451.0
"550000,00",78800.0,78,311,1.0,42.0,2.0,451.0
"130000,00",78440.0,78,317,1.0,66.0,2.0,66.0
"87000,00",78840.0,78,410,1.0,23.0,1.0,32.0
"142000,00",78520.0,78,567,2.0,51.0,3.0,60.0
"290000,00",78520.0,78,335,1.0,64.0,4.0,468.0
"330784,00",78650.0,78,62,1.0,94.0,5.0,439.0
"248000,00",78440.0,78,501,1.0,76.0,4.0,191.0
"343200,00",78700.0,78,172,4.0,992.0,0.0,1909.0
"343200,00",78700.0,78,172,4.0,992.0,0.0,500.0
"527000,00",78340.0,78,165,3.0,0.0,0.0,32.0
"527000,00",78340.0,78,165,3.0,0.0,0.0,467.0
"527000,00",78340.0,78,165,1.0,173.0,8.0,467.0
"285000,00",78990.0,78,208,3.0,0.0,0.0,510.0
"285000,00",78990.0,78,208,1.0,84.0,4.0,161.0
"322150,00",78830.0,78,87,1.0,138.0,6.0,207.0
"950000,00",78460.0,78,162,1.0,238.0,8.0,10600.0
"950000,00",78460.0,78,162,3.0,0.0,0.0,10600.0
"950000,00",78460.0,78,162,1.0,238.0,8.0,640.0
"950000,00",78460.0,78,162,3.0,0.0,0.0,640.0
"513000,00",78114.0,78,356,1.0,130.0,6.0,430.0
"268000,00",78260.0,78,5,1.0,63.0,3.0,400.0
"1750000,00",78100.0,78,551,4.0,1635.0,0.0,1495.0
"412900,00",78910.0,78,475,1.0,117.0,5.0,500.0
"412900,00",78910.0,78,475,1.0,117.0,5.0,363.0
"615000,00",78270.0,78,188,1.0,285.0,6.0,565.0
"615000,00",78270.0,78,188,3.0,0.0,0.0,565.0
"295000,00",78310.0,78,383,1.0,51.0,2.0,208.0
"295000,00",78310.0,78,383,4.0,120.0,0.0,208.0
"324500,00",78270.0,78,57,1.0,174.0,7.0,500.0
"324500,00",78270.0,78,57,1.0,174.0,7.0,567.0
"310000,00",78440.0,78,267,3.0,0.0,0.0,500.0
"310000,00",78440.0,78,267,1.0,71.0,4.0,288.0
"310000,00",78440.0,78,267,3.0,0.0,0.0,288.0
"310000,00",78440.0,78,267,1.0,71.0,4.0,500.0
"236000,00",78440.0,78,267,1.0,72.0,4.0,284.0
"125000,00",78820.0,78,327,1.0,73.0,3.0,170.0
"289000,00",78440.0,78,267,1.0,82.0,4.0,271.0
"890000,00",78210.0,78,545,3.0,0.0,0.0,100.0
"890000,00",78210.0,78,545,3.0,0.0,0.0,509.0
"890000,00",78210.0,78,545,4.0,124.0,0.0,180.0
"890000,00",78210.0,78,545,4.0,124.0,0.0,308.0
"205000,00",78120.0,78,601,1.0,74.0,3.0,618.0
"205000,00",78120.0,78,601,3.0,0.0,0.0,618.0
"322000,00",78250.0,78,261,1.0,108.0,4.0,565.0
"322000,00",78250.0,78,261,1.0,108.0,4.0,500.0
"312400,00",78920.0,78,206,1.0,115.0,5.0,416.0
"446376,00",78320.0,78,334,1.0,135.0,4.0,500.0
"446376,00",78320.0,78,334,1.0,135.0,4.0,1410.0
"726000,00",78140.0,78,640,1.0,96.0,4.0,416.0
"726000,00",78140.0,78,640,3.0,0.0,0.0,416.0
"1831176,00",78680.0,78,217,4.0,1210.0,0.0,347.0
"275000,00",78711.0,78,362,1.0,91.0,4.0,192.0
"139896,02",78130.0,78,140,1.0,107.0,7.0,503.0
"139896,02",78130.0,78,140,1.0,107.0,7.0,500.0
"80000,00",78440.0,78,501,3.0,0.0,0.0,267.0
"355000,00",78340.0,78,165,1.0,88.0,5.0,317.0
"622000,00",78113.0,78,96,1.0,229.0,8.0,2296.0
"622000,00",78113.0,78,96,1.0,229.0,8.0,500.0
"622000,00",78113.0,78,96,3.0,0.0,0.0,2296.0
"622000,00",78113.0,78,96,3.0,0.0,0.0,500.0
"490000,00",78750.0,78,367,1.0,88.0,4.0,396.0
"490000,00",78750.0,78,367,1.0,88.0,4.0,500.0
"1312700,00",78000.0,78,646,3.0,0.0,0.0,208.0
"1312700,00",78000.0,78,646,2.0,35.0,2.0,208.0
"1312700,00",78000.0,78,646,2.0,75.0,4.0,208.0
"460000,00",78210.0,78,545,3.0,0.0,0.0,450.0
"460000,00",78210.0,78,545,1.0,62.0,4.0,450.0
"361000,00",78370.0,78,490,1.0,104.0,6.0,148.0
"625000,00",78960.0,78,688,1.0,119.0,5.0,654.0
"750000,00",78300.0,78,498,2.0,25.0,2.0,155.0
"750000,00",78300.0,78,498,3.0,0.0,0.0,155.0
"750000,00",78300.0,78,498,4.0,150.0,0.0,155.0
"750000,00",78300.0,78,498,2.0,92.0,4.0,155.0
"750000,00",78300.0,78,498,2.0,42.0,2.0,155.0
"252000,00",78270.0,78,89,1.0,100.0,5.0,309.0
"424543,00",78700.0,78,172,1.0,140.0,5.0,400.0
"554000,00",78850.0,78,615,1.0,135.0,5.0,800.0
"854000,00",78113.0,78,96,1.0,50.0,2.0,1008.0
"854000,00",78113.0,78,96,3.0,0.0,0.0,1008.0
"854000,00",78113.0,78,96,1.0,220.0,8.0,1008.0
"854000,00",78113.0,78,96,1.0,220.0,8.0,500.0
"854000,00",78113.0,78,96,3.0,0.0,0.0,500.0
"854000,00",78113.0,78,96,1.0,50.0,2.0,500.0
"124000,00",78690.0,78,220,1.0,103.0,5.0,522.0
"47215,00",78740.0,78,227,1.0,107.0,4.0,205.0
"465000,00",78780.0,78,382,1.0,104.0,5.0,462.0
"25000,00",78310.0,78,383,3.0,0.0,0.0,34.0
"691500,00",78400.0,78,146,1.0,140.0,6.0,214.0
"370000,00",78830.0,78,120,1.0,128.0,5.0,786.0
"377300,00",78910.0,78,605,1.0,135.0,5.0,1122.0
"377300,00",78910.0,78,605,3.0,0.0,0.0,1122.0
"377300,00",78910.0,78,605,1.0,135.0,5.0,500.0
"377300,00",78910.0,78,605,3.0,0.0,0.0,500.0
"302000,00",78520.0,78,335,1.0,116.0,5.0,539.0
"624650,00",78140.0,78,640,3.0,0.0,0.0,272.0
"624650,00",78140.0,78,640,1.0,130.0,6.0,272.0
"465750,00",78490.0,78,389,1.0,120.0,7.0,756.0
"33000,00",78910.0,78,163,4.0,25.0,0.0,3587.0
"33000,00",78910.0,78,163,1.0,141.0,7.0,500.0
"33000,00",78910.0,78,163,4.0,25.0,0.0,500.0
"33000,00",78910.0,78,163,1.0,141.0,7.0,3587.0
"200000,00",78440.0,78,296,2.0,55.0,2.0,345.0
"200000,00",78440.0,78,296,2.0,71.0,5.0,345.0
"200000,00",78440.0,78,296,3.0,0.0,0.0,345.0
"222000,00",78200.0,78,361,1.0,65.0,4.0,126.0
"1796117,50",78110.0,78,650,1.0,270.0,10.0,176.0
"1796117,50",78110.0,78,650,1.0,270.0,10.0,889.0
"213000,00",78520.0,78,239,1.0,70.0,3.0,140.0
"373000,00",78121.0,78,189,1.0,83.0,5.0,385.0
"220000,00",78690.0,78,220,3.0,0.0,0.0,898.0
"220000,00",78690.0,78,220,1.0,126.0,4.0,898.0
"220000,00",78690.0,78,220,3.0,0.0,0.0,500.0
"220000,00",78690.0,78,220,1.0,126.0,4.0,500.0
"744000,00",78310.0,78,168,3.0,0.0,0.0,1023.0
"744000,00",78310.0,78,168,4.0,200.0,0.0,1023.0
"744000,00",78310.0,78,168,2.0,160.0,4.0,1023.0
"250000,00",78200.0,78,361,1.0,76.0,5.0,67.0
"370000,00",78125.0,78,77,1.0,98.0,3.0,1000.0
"370000,00",78125.0,78,77,1.0,98.0,3.0,4102.0
"370000,00",78125.0,78,77,3.0,0.0,0.0,4102.0
"370000,00",78125.0,78,77,3.0,0.0,0.0,1000.0
"43000,00",78740.0,78,227,3.0,0.0,0.0,70.0
"1778900,00",78490.0,78,50,3.0,0.0,0.0,703.0
"1778900,00",78490.0,78,50,1.0,306.0,6.0,703.0
"1778900,00",78490.0,78,50,3.0,0.0,0.0,2500.0
"1778900,00",78490.0,78,50,1.0,306.0,6.0,2500.0
"199000,00",78680.0,78,217,3.0,0.0,0.0,150.0
"199000,00",78680.0,78,217,2.0,53.0,3.0,150.0
"250000,00",78700.0,78,172,1.0,32.0,2.0,214.0
"220000,00",78190.0,78,621,1.0,44.0,3.0,366.0
"455000,00",78350.0,78,322,1.0,84.0,4.0,310.0
"8824800,00",78680.0,78,217,4.0,20465.0,0.0,31295.0
"8824800,00",78680.0,78,217,1.0,87.0,4.0,31295.0
"248000,00",78520.0,78,335,3.0,0.0,0.0,349.0
"248000,00",78520.0,78,335,1.0,109.0,5.0,349.0
"425200,00",78890.0,78,265,1.0,120.0,4.0,500.0
"550000,00",78630.0,78,431,1.0,135.0,5.0,293.0
"270000,00",78350.0,78,322,1.0,133.0,7.0,217.0
"140000,00",78730.0,78,537,1.0,94.0,3.0,220.0
"1236240,00",78600.0,78,358,1.0,161.0,7.0,849.0
"1236240,00",78600.0,78,358,1.0,161.0,7.0,1198.0
"1236240,00",78600.0,78,358,3.0,0.0,0.0,849.0
"1236240,00",78600.0,78,358,3.0,0.0,0.0,1198.0
"699000,00",78360.0,78,418,1.0,125.0,3.0,301.0
"699000,00",78360.0,78,418,3.0,0.0,0.0,301.0
"671450,00",78500.0,78,586,1.0,160.0,5.0,540.0
"478180,00",78124.0,78,415,1.0,135.0,5.0,296.0
"569930,00",78580.0,78,380,1.0,121.0,4.0,530.0
"569930,00",78580.0,78,380,1.0,121.0,4.0,500.0
"448000,00",78990.0,78,208,1.0,128.0,7.0,306.0
"427123,00",78990.0,78,208,1.0,75.0,3.0,50.0
"427123,00",78990.0,78,208,1.0,75.0,3.0,3835.0
"626350,00",78630.0,78,466,1.0,122.0,4.0,500.0
"626350,00",78630.0,78,466,1.0,122.0,4.0,138.0
"928050,00",78630.0,78,466,1.0,110.0,4.0,423.0
"928050,00",78630.0,78,466,3.0,0.0,0.0,423.0
"950000,00",78100.0,78,551,3.0,0.0,0.0,359.0
"950000,00",78100.0,78,551,1.0,95.0,4.0,359.0
"296900,00",78120.0,78,517,3.0,0.0,0.0,19.0
"296900,00",78120.0,78,517,1.0,78.0,4.0,105.0
"321250,00",78690.0,78,576,1.0,99.0,4.0,665.0
"279400,00",78310.0,78,383,1.0,100.0,5.0,93.0
"279400,00",78310.0,78,383,3.0,0.0,0.0,18.0
"650000,00",78400.0,78,146,1.0,87.0,4.0,882.0
"660270,00",78490.0,78,420,1.0,118.0,5.0,500.0
"660270,00",78490.0,78,420,1.0,118.0,5.0,250.0
"249000,00",78520.0,78,335,1.0,65.0,4.0,417.0
"424130,00",78710.0,78,531,1.0,155.0,5.0,470.0
"490000,00",78400.0,78,146,1.0,30.0,1.0,254.0
"360000,00",78200.0,78,361,1.0,130.0,2.0,415.0
"321650,00",78113.0,78,171,1.0,160.0,5.0,598.0
"315000,00",78180.0,78,423,1.0,82.0,4.0,118.0
"573700,00",78370.0,78,490,1.0,165.0,5.0,990.0
"250000,00",78120.0,78,517,1.0,47.0,3.0,129.0
"250700,00",78250.0,78,299,1.0,74.0,3.0,690.0
"360500,00",78700.0,78,172,3.0,0.0,0.0,525.0
"360500,00",78700.0,78,172,1.0,76.0,4.0,525.0
"1300000,00",78000.0,78,646,1.0,106.0,8.0,315.0
"180000,00",78270.0,78,89,1.0,140.0,4.0,299.0
"575000,00",78140.0,78,640,1.0,113.0,5.0,199.0
"385000,00",78800.0,78,311,3.0,0.0,0.0,232.0
"385000,00",78800.0,78,311,1.0,71.0,4.0,232.0
"506475,00",78124.0,78,368,1.0,160.0,6.0,500.0
"506475,00",78124.0,78,368,1.0,160.0,6.0,583.0
"366000,00",78540.0,78,643,1.0,86.0,3.0,269.0
"366000,00",78540.0,78,643,3.0,0.0,0.0,269.0
"175000,00",78660.0,78,506,1.0,160.0,7.0,433.0
"175000,00",78660.0,78,506,3.0,0.0,0.0,433.0
"255700,00",78660.0,78,3,1.0,160.0,6.0,220.0
"260000,00",78410.0,78,29,4.0,253.0,0.0,577.0
"260000,00",78410.0,78,29,1.0,97.0,3.0,577.0
"479000,00",78640.0,78,550,3.0,0.0,0.0,463.0
"479000,00",78640.0,78,550,1.0,150.0,7.0,463.0
"321450,00",78120.0,78,517,1.0,66.0,3.0,338.0
"195000,00",78711.0,78,362,1.0,66.0,3.0,324.0
"530000,00",78930.0,78,104,1.0,178.0,5.0,2473.0
"530000,00",78930.0,78,104,1.0,178.0,5.0,500.0
"530000,00",78930.0,78,104,3.0,0.0,0.0,2473.0
"530000,00",78930.0,78,104,3.0,0.0,0.0,500.0
"306000,00",78440.0,78,314,1.0,96.0,4.0,410.0
"780000,00",78711.0,78,362,4.0,808.0,0.0,916.0
"85000,00",78200.0,78,354,1.0,179.0,6.0,455.0
"85000,00",78200.0,78,354,3.0,0.0,0.0,455.0
"82000,00",78200.0,78,361,2.0,21.0,2.0,11.0
"120000,00",78570.0,78,138,1.0,80.0,5.0,378.0
"428500,00",78700.0,78,172,1.0,112.0,5.0,312.0
"380000,00",78780.0,78,382,1.0,95.0,5.0,529.0
"389000,00",78260.0,78,5,1.0,105.0,6.0,328.0
"423250,00",78260.0,78,5,1.0,98.0,5.0,238.0
"362140,00",78320.0,78,397,3.0,0.0,0.0,195.0
"362140,00",78320.0,78,397,1.0,100.0,4.0,195.0
"352800,00",78120.0,78,517,1.0,119.0,5.0,164.0
"340655,00",78120.0,78,517,1.0,149.0,6.0,325.0
"340655,00",78120.0,78,517,3.0,0.0,0.0,325.0
"453620,00",78610.0,78,108,3.0,0.0,0.0,500.0
"453620,00",78610.0,78,108,1.0,147.0,5.0,500.0
"453620,00",78610.0,78,108,1.0,147.0,5.0,344.0
"453620,00",78610.0,78,108,3.0,0.0,0.0,344.0
"195000,00",78320.0,78,644,3.0,0.0,0.0,430.0
"195000,00",78320.0,78,644,1.0,158.0,8.0,430.0
"924772,00",78450.0,78,152,1.0,180.0,8.0,783.0
"924772,00",78450.0,78,152,3.0,0.0,0.0,783.0
"1426170,00",78750.0,78,367,1.0,244.0,9.0,266.0
"1426170,00",78750.0,78,367,1.0,244.0,9.0,500.0
"285000,00",78320.0,78,334,3.0,0.0,0.0,787.0
"285000,00",78320.0,78,334,1.0,95.0,4.0,787.0
"520000,00",78210.0,78,545,1.0,104.0,6.0,329.0
"520000,00",78210.0,78,545,3.0,0.0,0.0,329.0
"270000,00",78000.0,78,646,1.0,90.0,4.0,374.0
"437143,00",78230.0,78,481,1.0,81.0,4.0,237.0
"310000,00",78120.0,78,517,1.0,78.0,4.0,127.0
"310000,00",78117.0,78,143,1.0,65.0,2.0,1000.0
"310000,00",78117.0,78,143,1.0,65.0,2.0,2132.0
"53900,00",78570.0,78,15,1.0,160.0,8.0,377.0
"53900,00",78570.0,78,15,3.0,0.0,0.0,377.0
"200000,00",78250.0,78,403,1.0,20.0,1.0,753.0
"400000,00",78450.0,78,152,1.0,24.0,1.0,212.0
"400000,00",78450.0,78,152,1.0,110.0,3.0,212.0
"400000,00",78450.0,78,152,1.0,18.0,1.0,246.0
"400000,00",78450.0,78,152,1.0,72.0,3.0,246.0
"425500,00",78800.0,78,311,1.0,50.0,3.0,260.0
"425500,00",78800.0,78,311,3.0,0.0,0.0,260.0
"165000,00",78711.0,78,362,1.0,44.0,3.0,133.0
"365000,00",78250.0,78,460,1.0,123.0,6.0,182.0
"365000,00",78250.0,78,460,1.0,123.0,6.0,500.0
"282000,00",78113.0,78,283,1.0,106.0,5.0,500.0
"282000,00",78113.0,78,283,1.0,106.0,5.0,479.0
"390570,00",78690.0,78,220,1.0,99.0,4.0,719.0
"390570,00",78690.0,78,220,3.0,0.0,0.0,719.0
"568700,00",78950.0,78,263,1.0,121.0,3.0,1000.0
"568700,00",78950.0,78,263,1.0,121.0,3.0,3002.0
"0,15",78340.0,78,165,4.0,893.0,0.0,3599.0
"297000,00",78125.0,78,516,3.0,0.0,0.0,401.0
"297000,00",78125.0,78,516,1.0,104.0,5.0,401.0
"304920,00",78360.0,78,418,1.0,77.0,4.0,172.0
"440000,00",78360.0,78,418,1.0,54.0,2.0,536.0
"440000,00",78360.0,78,418,3.0,0.0,0.0,536.0
"460000,00",78400.0,78,146,4.0,300.0,0.0,303.0
"301950,00",78360.0,78,418,1.0,77.0,4.0,170.0
"574375,00",78960.0,78,688,1.0,108.0,5.0,239.0
"250000,00",78550.0,78,381,1.0,67.0,2.0,3210.0
"297495,00",78360.0,78,418,1.0,77.0,4.0,173.0
"307255,00",78270.0,78,391,1.0,110.0,4.0,78.0
"307255,00",78270.0,78,391,1.0,110.0,4.0,763.0
"508000,00",78540.0,78,643,1.0,116.0,6.0,515.0
"355410,00",78360.0,78,418,1.0,98.0,5.0,169.0
"150000,00",78500.0,78,586,1.0,42.0,2.0,135.0
"612000,00",78600.0,78,396,1.0,169.0,6.0,415.0
"956716,00",78340.0,78,165,4.0,893.0,0.0,3599.0
"400000,00",78550.0,78,310,3.0,0.0,0.0,2747.0
"400000,00",78550.0,78,310,3.0,0.0,0.0,1165.0
"400000,00",78550.0,78,310,1.0,208.0,6.0,2747.0
"400000,00",78550.0,78,310,1.0,208.0,6.0,1165.0
"426540,28",78530.0,78,117,1.0,70.0,3.0,320.0
"426540,28",78530.0,78,117,3.0,0.0,0.0,320.0
"380000,00",78440.0,78,329,4.0,26.0,0.0,9795.0
"380000,00",78440.0,78,329,1.0,139.0,5.0,500.0
"380000,00",78440.0,78,329,1.0,139.0,5.0,9795.0
"380000,00",78440.0,78,329,4.0,26.0,0.0,500.0
"269968,00",78500.0,78,586,1.0,117.0,4.0,291.0
"829200,00",78230.0,78,481,3.0,0.0,0.0,307.0
"829200,00",78230.0,78,481,1.0,93.0,4.0,307.0
"400000,00",78300.0,78,498,3.0,0.0,0.0,507.0
"400000,00",78300.0,78,498,1.0,93.0,4.0,507.0
"150000,00",78830.0,78,120,1.0,229.0,9.0,500.0
"150000,00",78830.0,78,120,1.0,229.0,9.0,1074.0
"1186870,00",78740.0,78,638,3.0,0.0,0.0,500.0
"1186870,00",78740.0,78,638,1.0,121.0,5.0,500.0
"1186870,00",78740.0,78,638,1.0,121.0,5.0,1241.0
"1186870,00",78740.0,78,638,3.0,0.0,0.0,1241.0
"2760000,00",78260.0,78,5,4.0,151.0,0.0,1591.0
"2760000,00",78260.0,78,5,4.0,418.0,0.0,1591.0
"2760000,00",78260.0,78,5,4.0,712.0,0.0,1591.0
"2760000,00",78260.0,78,5,2.0,110.0,4.0,1591.0
"212000,00",78500.0,78,586,1.0,121.0,4.0,125.0
"708310,10",78700.0,78,172,1.0,147.0,5.0,520.0
"574022,80",78700.0,78,172,1.0,140.0,5.0,400.0
"510000,00",78370.0,78,490,1.0,154.0,5.0,681.0
"399000,00",78450.0,78,674,1.0,91.0,5.0,167.0
"30000,00",78670.0,78,384,3.0,0.0,0.0,68.0
"30000,00",78670.0,78,384,3.0,0.0,0.0,72.0
"590000,00",78420.0,78,124,1.0,45.0,3.0,719.0
"590000,00",78420.0,78,124,3.0,0.0,0.0,719.0
"229700,00",78250.0,78,401,1.0,99.0,6.0,489.0
"347826,10",78117.0,78,143,1.0,76.0,2.0,531.0
"295000,00",78520.0,78,567,1.0,86.0,3.0,197.0
"3300000,00",78110.0,78,650,3.0,0.0,0.0,120.0
"3300000,00",78110.0,78,650,1.0,55.0,3.0,120.0
"3300000,00",78110.0,78,650,3.0,0.0,0.0,2383.0
"3300000,00",78110.0,78,650,1.0,55.0,3.0,2383.0
"3300000,00",78110.0,78,650,1.0,542.0,11.0,120.0
"3300000,00",78110.0,78,650,1.0,542.0,11.0,2383.0
"227500,00",78190.0,78,621,3.0,0.0,0.0,390.0
"227500,00",78190.0,78,621,1.0,55.0,4.0,390.0
